,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16
1755,11.0,14.0,14.0,8.0,9.0,7.0,15.0,10.0,11.0,11.0,15.0,10.0,11.0,11.0,11.0,11.0
1756,5.0,5.0,5.0,3.0,6.0,5.0,6.0,7.0,8.0,5.0,7.0,9.0,8.0,8.0,9.0,9.0
1757,1.0,2.0,3.0,6.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0
1758,4.0,5.0,10.0,5.0,2.0,6.0,4.0,5.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0
1759,4.0,8.0,4.0,5.0,9.0,5.0,3.0,11.0,7.0,12.0,10.0,12.0,11.0,12.0,13.0,13.0
1760,42.0,46.0,27.0,26.0,43.0,39.0,50.0,43.0,33.0,34.0,48.0,40.0,41.0,42.0,42.0,42.0
1761,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1763,12.0,6.0,4.0,5.0,8.0,6.0,8.0,12.0,8.0,8.0,7.0,4.0,7.0,7.0,7.0,7.0
1764,3.0,3.0,5.0,6.0,7.0,4.0,4.0,4.0,1.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0
1765,15.0,6.0,7.0,9.0,20.0,6.0,10.0,8.0,6.0,7.0,7.0,13.0,8.0,8.0,8.0,8.0
1766,2.0,4.0,5.0,3.0,7.0,7.0,8.0,5.0,8.0,7.0,8.0,4.0,8.0,8.0,8.0,9.0
1767,8.0,9.0,8.0,20.0,20.0,18.0,13.0,10.0,18.0,14.0,13.0,15.0,16.0,17.0,17.0,17.0
1768,9.0,14.0,12.0,11.0,13.0,16.0,22.0,11.0,5.0,9.0,9.0,12.0,10.0,10.0,10.0,10.0
1769,6.0,8.0,4.0,6.0,8.0,6.0,9.0,5.0,9.0,9.0,7.0,11.0,9.0,10.0,10.0,10.0
1770,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1771,4.0,5.0,8.0,5.0,7.0,6.0,4.0,8.0,4.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0
1772,4.0,6.0,6.0,4.0,5.0,4.0,4.0,12.0,10.0,14.0,12.0,12.0,13.0,14.0,15.0,16.0
1773,1.0,4.0,3.0,9.0,6.0,6.0,9.0,4.0,5.0,6.0,4.0,6.0,6.0,7.0,7.0,7.0
1774,0.0,3.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1775,4.0,8.0,12.0,2.0,7.0,5.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0
1776,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1777,4.0,4.0,2.0,5.0,4.0,6.0,0.0,1.0,7.0,5.0,4.0,1.0,3.0,3.0,3.0,3.0
1778,3.0,4.0,1.0,0.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0
1779,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1780,4.0,3.0,2.0,5.0,4.0,2.0,2.0,0.0,7.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0
1781,1.0,2.0,6.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0
1782,1.0,6.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1783,7.0,6.0,4.0,2.0,4.0,5.0,5.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0
1784,0.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0
1785,3.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0
1786,13.0,9.0,11.0,6.0,8.0,8.0,0.0,0.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0
1787,0.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0
1788,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0
1789,2.0,1.0,2.0,2.0,2.0,6.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0
1790,1.0,2.0,0.0,3.0,0.0,4.0,5.0,3.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0
1791,1.0,0.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
1792,1.0,6.0,0.0,0.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0
1793,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0
1794,0.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0
1795,8.0,13.0,12.0,9.0,6.0,13.0,9.0,15.0,11.0,6.0,9.0,12.0,10.0,10.0,10.0,10.0
1796,13.0,11.0,15.0,12.0,8.0,14.0,10.0,14.0,7.0,9.0,14.0,9.0,10.0,9.0,9.0,9.0
1797,4.0,4.0,4.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1798,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0
1799,4.0,9.0,11.0,4.0,8.0,6.0,6.0,7.0,8.0,6.0,10.0,11.0,9.0,9.0,10.0,10.0
1800,2.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0
1801,3.0,2.0,2.0,0.0,3.0,2.0,2.0,5.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
1802,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0
1803,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1804,4.0,11.0,6.0,2.0,1.0,4.0,5.0,3.0,6.0,4.0,9.0,5.0,5.0,5.0,5.0,5.0
1805,2.0,1.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0
1806,7.0,6.0,6.0,7.0,10.0,7.0,8.0,11.0,6.0,5.0,13.0,12.0,11.0,11.0,11.0,12.0
1807,5.0,3.0,7.0,7.0,6.0,4.0,8.0,5.0,7.0,8.0,5.0,5.0,6.0,7.0,7.0,7.0
1808,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0
1809,3.0,3.0,0.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0
1810,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0
1811,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
1812,8.0,5.0,0.0,3.0,7.0,3.0,4.0,1.0,5.0,1.0,4.0,5.0,3.0,3.0,3.0,2.0
1813,2.0,5.0,10.0,2.0,5.0,5.0,5.0,2.0,3.0,1.0,3.0,6.0,3.0,3.0,3.0,3.0
1814,3.0,5.0,7.0,2.0,6.0,7.0,6.0,6.0,9.0,4.0,7.0,10.0,8.0,9.0,9.0,10.0
1815,13.0,17.0,11.0,14.0,10.0,15.0,11.0,12.0,12.0,10.0,12.0,11.0,10.0,10.0,10.0,10.0
1816,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
1817,10.0,8.0,8.0,6.0,11.0,8.0,15.0,11.0,10.0,8.0,9.0,13.0,11.0,12.0,12.0,12.0
1818,4.0,4.0,4.0,7.0,5.0,7.0,9.0,9.0,8.0,6.0,12.0,15.0,13.0,13.0,14.0,15.0
1819,8.0,3.0,7.0,8.0,2.0,7.0,11.0,8.0,8.0,12.0,13.0,9.0,12.0,12.0,13.0,13.0
1820,2.0,2.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
1821,9.0,11.0,6.0,6.0,5.0,6.0,4.0,3.0,5.0,2.0,5.0,3.0,2.0,1.0,1.0,0.0
1822,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
1823,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0
1824,1.0,3.0,0.0,3.0,1.0,3.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0
1825,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0
1826,3.0,2.0,3.0,7.0,6.0,5.0,3.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0
1827,5.0,7.0,7.0,6.0,7.0,7.0,11.0,5.0,7.0,7.0,4.0,5.0,6.0,6.0,6.0,6.0
1828,1.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0
1829,1.0,4.0,1.0,5.0,1.0,1.0,3.0,4.0,1.0,6.0,2.0,3.0,3.0,3.0,4.0,4.0
1830,5.0,6.0,0.0,8.0,6.0,3.0,6.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0
1831,1.0,3.0,1.0,2.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0
1832,4.0,7.0,5.0,10.0,4.0,4.0,1.0,4.0,6.0,12.0,3.0,8.0,6.0,7.0,7.0,7.0
1833,1.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0
1834,4.0,3.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0
1835,18.0,24.0,7.0,16.0,15.0,17.0,24.0,14.0,17.0,14.0,19.0,16.0,17.0,17.0,16.0,16.0
1836,3.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,6.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0
1837,10.0,6.0,9.0,5.0,8.0,10.0,11.0,5.0,15.0,13.0,12.0,13.0,13.0,14.0,14.0,15.0
1838,0.0,4.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0
1839,3.0,3.0,2.0,0.0,0.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1840,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0
1841,4.0,3.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0
1842,2.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
1843,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1844,4.0,1.0,4.0,2.0,3.0,4.0,4.0,0.0,6.0,11.0,6.0,3.0,6.0,6.0,7.0,7.0
1845,2.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
1846,0.0,2.0,3.0,4.0,4.0,3.0,10.0,6.0,11.0,7.0,7.0,7.0,10.0,11.0,11.0,12.0
1847,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1848,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0
1849,3.0,5.0,3.0,4.0,6.0,4.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0
1850,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0
1851,1.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
1852,1.0,4.0,5.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0
1853,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,6.0,1.0,4.0,4.0,5.0,5.0,5.0
1854,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1856,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0
1857,2.0,1.0,3.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0
1858,6.0,10.0,5.0,7.0,9.0,8.0,6.0,5.0,5.0,6.0,12.0,5.0,7.0,7.0,7.0,7.0
1859,4.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0
1860,0.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0
1861,5.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1862,5.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0
1863,7.0,3.0,1.0,5.0,3.0,2.0,3.0,6.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
1864,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0
1865,2.0,3.0,3.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
1866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1867,1.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0
1868,0.0,0.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0
1869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1870,75.0,68.0,0.0,50.0,66.0,84.0,84.0,20.0,33.0,43.0,62.0,66.0,53.0,52.0,52.0,52.0
1871,5.0,5.0,2.0,12.0,8.0,6.0,15.0,7.0,9.0,7.0,11.0,11.0,11.0,12.0,13.0,13.0
1872,3.0,7.0,5.0,5.0,7.0,8.0,4.0,6.0,6.0,9.0,5.0,10.0,8.0,8.0,9.0,9.0
1873,2.0,2.0,5.0,4.0,7.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0
1874,5.0,3.0,3.0,5.0,4.0,8.0,6.0,10.0,6.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0
1875,4.0,6.0,3.0,7.0,5.0,6.0,8.0,8.0,6.0,4.0,7.0,3.0,6.0,6.0,6.0,6.0
1876,5.0,2.0,1.0,0.0,2.0,6.0,5.0,3.0,6.0,5.0,9.0,9.0,8.0,9.0,9.0,10.0
1877,7.0,9.0,9.0,13.0,14.0,13.0,15.0,8.0,4.0,3.0,11.0,11.0,9.0,9.0,9.0,8.0
1878,5.0,7.0,6.0,9.0,5.0,7.0,11.0,6.0,4.0,8.0,4.0,6.0,6.0,6.0,6.0,6.0
1879,4.0,5.0,1.0,1.0,1.0,4.0,9.0,8.0,4.0,5.0,7.0,7.0,7.0,8.0,8.0,9.0
1880,3.0,3.0,2.0,2.0,6.0,6.0,8.0,6.0,5.0,5.0,5.0,8.0,7.0,8.0,8.0,9.0
1881,0.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0
1882,7.0,14.0,7.0,6.0,6.0,9.0,4.0,6.0,9.0,8.0,5.0,11.0,7.0,7.0,7.0,7.0
1883,3.0,8.0,3.0,5.0,11.0,9.0,11.0,9.0,4.0,3.0,13.0,10.0,10.0,10.0,11.0,11.0
1884,6.0,8.0,3.0,7.0,8.0,7.0,4.0,7.0,9.0,8.0,4.0,9.0,7.0,8.0,8.0,8.0
1885,19.0,11.0,27.0,13.0,21.0,14.0,15.0,17.0,22.0,18.0,15.0,13.0,16.0,16.0,15.0,15.0
1886,4.0,3.0,7.0,6.0,6.0,1.0,5.0,7.0,6.0,3.0,8.0,7.0,7.0,7.0,7.0,7.0
1887,16.0,16.0,11.0,14.0,8.0,11.0,10.0,9.0,8.0,5.0,10.0,11.0,7.0,6.0,5.0,5.0
1888,15.0,10.0,16.0,12.0,15.0,16.0,9.0,12.0,14.0,7.0,9.0,15.0,11.0,10.0,10.0,10.0
1889,7.0,6.0,3.0,7.0,4.0,8.0,8.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0
1890,1.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,0.0,5.0,5.0,4.0,4.0,4.0,4.0
1891,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,-0.0,-0.0,1.0
1892,4.0,14.0,9.0,9.0,9.0,12.0,8.0,9.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0
1893,9.0,9.0,3.0,2.0,9.0,6.0,6.0,10.0,8.0,5.0,11.0,7.0,8.0,8.0,8.0,9.0
1894,20.0,14.0,10.0,9.0,7.0,9.0,1.0,6.0,6.0,4.0,3.0,11.0,2.0,1.0,0.0,1.0
1895,8.0,8.0,4.0,5.0,11.0,7.0,7.0,10.0,9.0,8.0,5.0,7.0,8.0,8.0,8.0,8.0
1896,3.0,10.0,5.0,12.0,9.0,8.0,6.0,6.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0
1897,10.0,6.0,5.0,2.0,19.0,6.0,10.0,4.0,2.0,8.0,10.0,4.0,6.0,6.0,6.0,6.0
1898,3.0,7.0,2.0,6.0,10.0,3.0,3.0,2.0,6.0,2.0,3.0,8.0,4.0,4.0,4.0,4.0
1899,5.0,2.0,6.0,3.0,4.0,8.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0
1900,5.0,14.0,18.0,6.0,7.0,3.0,4.0,8.0,8.0,10.0,8.0,8.0,7.0,7.0,6.0,6.0
1901,19.0,19.0,18.0,20.0,14.0,26.0,21.0,18.0,21.0,18.0,16.0,23.0,20.0,20.0,20.0,20.0
1902,17.0,10.0,12.0,7.0,18.0,11.0,11.0,11.0,9.0,16.0,11.0,11.0,11.0,11.0,11.0,11.0
1903,8.0,11.0,4.0,9.0,8.0,6.0,10.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0
1904,15.0,9.0,18.0,10.0,13.0,9.0,17.0,12.0,3.0,8.0,11.0,15.0,10.0,10.0,9.0,9.0
1905,10.0,13.0,10.0,8.0,9.0,13.0,9.0,3.0,4.0,6.0,11.0,9.0,7.0,6.0,6.0,5.0
1906,8.0,9.0,15.0,12.0,12.0,10.0,12.0,13.0,11.0,13.0,12.0,15.0,14.0,14.0,15.0,15.0
1907,9.0,7.0,5.0,7.0,5.0,5.0,5.0,1.0,1.0,5.0,2.0,1.0,0.0,-0.0,1.0,1.0
1908,3.0,8.0,3.0,4.0,8.0,1.0,3.0,2.0,6.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0
1909,6.0,2.0,4.0,6.0,8.0,6.0,3.0,5.0,3.0,3.0,6.0,4.0,4.0,4.0,4.0,4.0
1910,4.0,9.0,6.0,11.0,16.0,9.0,7.0,11.0,11.0,11.0,4.0,13.0,11.0,11.0,11.0,12.0
1911,31.0,36.0,36.0,38.0,40.0,15.0,33.0,30.0,24.0,37.0,31.0,56.0,37.0,38.0,39.0,39.0
1912,8.0,8.0,6.0,10.0,9.0,12.0,10.0,5.0,7.0,2.0,4.0,8.0,5.0,5.0,5.0,4.0
1913,2.0,4.0,5.0,3.0,2.0,3.0,5.0,1.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0
1914,6.0,3.0,10.0,2.0,4.0,5.0,6.0,10.0,6.0,4.0,7.0,6.0,6.0,7.0,7.0,7.0
1915,5.0,5.0,4.0,5.0,11.0,5.0,4.0,7.0,3.0,7.0,7.0,9.0,7.0,8.0,8.0,8.0
1916,13.0,15.0,8.0,12.0,12.0,19.0,12.0,10.0,9.0,14.0,11.0,20.0,14.0,14.0,15.0,15.0
1917,8.0,6.0,5.0,3.0,13.0,13.0,5.0,5.0,3.0,4.0,4.0,8.0,5.0,5.0,5.0,5.0
1918,4.0,9.0,4.0,8.0,6.0,4.0,7.0,2.0,6.0,4.0,5.0,7.0,5.0,5.0,5.0,5.0
1919,11.0,8.0,5.0,9.0,5.0,7.0,7.0,5.0,1.0,5.0,2.0,6.0,3.0,2.0,1.0,1.0
1920,3.0,3.0,2.0,2.0,3.0,3.0,6.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
1921,5.0,6.0,4.0,4.0,7.0,9.0,7.0,9.0,5.0,12.0,8.0,10.0,10.0,11.0,11.0,12.0
1922,8.0,6.0,5.0,5.0,10.0,13.0,12.0,14.0,6.0,11.0,7.0,10.0,11.0,11.0,12.0,12.0
1923,4.0,6.0,7.0,7.0,5.0,4.0,2.0,5.0,1.0,3.0,7.0,7.0,4.0,4.0,4.0,4.0
1924,2.0,6.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,1.0,6.0,1.0,3.0,2.0,2.0,2.0
1925,8.0,6.0,5.0,9.0,7.0,7.0,9.0,9.0,6.0,11.0,11.0,13.0,11.0,12.0,12.0,13.0
1926,5.0,5.0,3.0,5.0,6.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
1927,6.0,4.0,4.0,11.0,7.0,8.0,6.0,7.0,5.0,5.0,10.0,8.0,8.0,8.0,8.0,8.0
1928,7.0,9.0,9.0,4.0,7.0,12.0,5.0,6.0,2.0,0.0,0.0,0.0,-0.0,1.0,1.0,1.0
1929,11.0,8.0,4.0,7.0,10.0,7.0,16.0,11.0,9.0,11.0,14.0,8.0,12.0,12.0,12.0,13.0
1930,4.0,6.0,11.0,3.0,6.0,4.0,8.0,6.0,10.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0
1931,6.0,5.0,7.0,4.0,6.0,5.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1932,14.0,17.0,13.0,14.0,12.0,14.0,9.0,7.0,14.0,10.0,14.0,15.0,11.0,11.0,11.0,11.0
1933,2.0,1.0,0.0,3.0,5.0,3.0,3.0,2.0,1.0,3.0,7.0,5.0,5.0,5.0,6.0,6.0
1934,3.0,8.0,10.0,3.0,2.0,4.0,5.0,5.0,1.0,0.0,3.0,1.0,1.0,0.0,-0.0,1.0
1935,9.0,10.0,7.0,11.0,5.0,4.0,5.0,7.0,2.0,7.0,13.0,10.0,7.0,7.0,7.0,7.0
1936,5.0,12.0,10.0,10.0,15.0,13.0,10.0,10.0,7.0,3.0,8.0,14.0,9.0,9.0,9.0,9.0
1937,11.0,10.0,10.0,14.0,12.0,7.0,5.0,8.0,11.0,13.0,10.0,15.0,11.0,11.0,12.0,12.0
1938,4.0,9.0,6.0,4.0,6.0,9.0,4.0,3.0,5.0,7.0,10.0,4.0,6.0,6.0,6.0,6.0
1939,10.0,7.0,2.0,9.0,8.0,5.0,10.0,4.0,6.0,4.0,6.0,6.0,5.0,5.0,5.0,4.0
1940,21.0,10.0,15.0,21.0,21.0,16.0,25.0,18.0,22.0,13.0,17.0,13.0,17.0,17.0,17.0,17.0
1941,6.0,8.0,7.0,3.0,9.0,5.0,18.0,7.0,12.0,3.0,12.0,10.0,11.0,11.0,11.0,12.0
1942,16.0,8.0,14.0,13.0,13.0,11.0,11.0,12.0,13.0,8.0,15.0,16.0,13.0,13.0,13.0,13.0
1943,14.0,11.0,14.0,10.0,13.0,6.0,9.0,4.0,4.0,8.0,8.0,11.0,6.0,5.0,5.0,4.0
1944,10.0,2.0,5.0,3.0,4.0,7.0,6.0,7.0,6.0,6.0,9.0,9.0,8.0,8.0,9.0,9.0
1945,7.0,6.0,6.0,12.0,12.0,10.0,11.0,7.0,7.0,7.0,8.0,19.0,12.0,12.0,13.0,13.0
1946,5.0,11.0,17.0,12.0,15.0,14.0,17.0,11.0,10.0,12.0,16.0,9.0,13.0,13.0,13.0,14.0
1947,9.0,6.0,5.0,7.0,9.0,5.0,5.0,6.0,6.0,3.0,9.0,5.0,5.0,5.0,5.0,5.0
1948,15.0,8.0,7.0,9.0,5.0,9.0,8.0,7.0,4.0,11.0,4.0,5.0,5.0,4.0,4.0,3.0
1949,6.0,6.0,2.0,4.0,5.0,5.0,5.0,4.0,8.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0
1950,8.0,7.0,4.0,3.0,3.0,6.0,6.0,3.0,4.0,2.0,3.0,6.0,3.0,3.0,3.0,2.0
1951,13.0,10.0,17.0,19.0,13.0,19.0,13.0,3.0,5.0,12.0,19.0,12.0,11.0,11.0,11.0,11.0
1952,11.0,12.0,4.0,10.0,9.0,8.0,12.0,5.0,7.0,5.0,9.0,7.0,6.0,6.0,6.0,5.0
1953,13.0,15.0,8.0,15.0,10.0,16.0,13.0,14.0,19.0,7.0,17.0,14.0,15.0,15.0,15.0,15.0
1954,11.0,16.0,7.0,10.0,16.0,14.0,17.0,13.0,9.0,12.0,20.0,24.0,19.0,19.0,20.0,21.0
1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0
1956,7.0,1.0,3.0,3.0,4.0,8.0,2.0,3.0,7.0,4.0,4.0,8.0,6.0,6.0,6.0,6.0
1957,3.0,6.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,-0.0,-0.0
1958,17.0,18.0,17.0,21.0,24.0,24.0,22.0,8.0,19.0,25.0,33.0,27.0,27.0,28.0,28.0,29.0
1959,8.0,14.0,8.0,10.0,7.0,11.0,9.0,12.0,8.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0
1960,2.0,4.0,4.0,4.0,2.0,3.0,4.0,6.0,6.0,6.0,8.0,4.0,7.0,7.0,7.0,8.0
1961,0.0,4.0,7.0,3.0,2.0,3.0,2.0,5.0,5.0,7.0,7.0,4.0,6.0,6.0,7.0,7.0
1962,1.0,6.0,7.0,1.0,2.0,2.0,5.0,3.0,1.0,6.0,0.0,4.0,3.0,3.0,3.0,2.0
